0.0000 	-746.5734 	0.0000 
0.0100 	-748.0451 	1.3838 
0.0200 	-751.1416 	4.3263 
0.0300 	-753.4461 	6.5334 
0.0400 	-753.5558 	6.6577 
0.0500 	-752.0537 	5.2892 
0.0600 	-751.1879 	4.4988 
0.0700 	-752.0974 	5.2808 
0.0800 	-753.0765 	6.1504 
0.0900 	-752.6128 	5.7597 
0.1000 	-751.7507 	4.9992 
0.1100 	-751.9982 	5.2018 
0.1200 	-752.8891 	6.0016 
0.1300 	-753.0903 	6.1798 
0.1400 	-752.1784 	5.3265 
0.1500 	-750.9639 	4.1976 
0.1600 	-750.6475 	3.8940 
0.1700 	-751.3887 	4.5560 
0.1800 	-752.0614 	5.1660 
0.1900 	-751.8109 	4.9549 
0.2000 	-751.1431 	4.3595 
0.2100 	-750.9823 	4.2003 
0.2200 	-751.3279 	4.5137 
0.2300 	-751.6987 	4.8821 
0.2400 	-752.0136 	5.2064 
0.2500 	-752.3784 	5.5531 
0.2600 	-752.5361 	5.6934 
0.2700 	-752.2258 	5.4105 
0.2800 	-751.7557 	4.9817 
0.2900 	-751.6301 	4.8641 
0.3000 	-751.9205 	5.1337 
0.3100 	-752.2371 	5.4307 
0.3200 	-752.2160 	5.4091 
0.3300 	-751.8778 	5.0881 
0.3400 	-751.5509 	4.7717 
0.3500 	-751.4401 	4.6407 
0.3600 	-751.3209 	4.5031 
0.3700 	-750.9903 	4.1923 
0.3800 	-750.7661 	3.9958 
0.3900 	-751.0667 	4.2815 
0.4000 	-751.6520 	4.8158 
0.4100 	-751.7958 	4.9501 
0.4200 	-751.3367 	4.5379 
0.4300 	-750.9274 	4.1751 
0.4400 	-751.2160 	4.4495 
0.4500 	-752.0535 	5.2387 
0.4600 	-752.7724 	5.9287 
0.4700 	-752.9522 	6.1176 
0.4800 	-752.7468 	5.9412 
0.4900 	-752.5939 	5.8031 
0.5000 	-752.6657 	5.8594 
0.5100 	-752.6653 	5.8358 
0.5200 	-752.2384 	5.4281 
0.5300 	-751.6502 	4.8805 
0.5400 	-751.4585 	4.6850 
0.5500 	-751.5901 	4.7777 
0.5600 	-751.4778 	4.6637 
0.5700 	-751.0269 	4.2527 
0.5800 	-750.7799 	4.0353 
0.5900 	-751.1030 	4.3362 
0.6000 	-751.6725 	4.8745 
0.6100 	-752.0312 	5.2296 
0.6200 	-752.1139 	5.3261 
0.6300 	-752.1081 	5.3218 
0.6400 	-752.1166 	5.3364 
0.6500 	-752.2437 	5.4635 
0.6600 	-752.4835 	5.6791 
0.6700 	-752.5584 	5.7454 
0.6800 	-752.3544 	5.5591 
0.6900 	-752.1093 	5.3284 
0.7000 	-752.0068 	5.2216 
0.7100 	-751.9485 	5.1616 
0.7200 	-751.8249 	5.0504 
0.7300 	-751.7290 	4.9632 
0.7400 	-751.7359 	4.9595 
0.7500 	-751.7108 	4.9279 
0.7600 	-751.5904 	4.8169 
0.7700 	-751.5345 	4.7697 
0.7800 	-751.6598 	4.8884 
0.7900 	-751.8322 	5.0475 
0.8000 	-751.8327 	5.0520 
0.8100 	-751.7131 	4.9533 
0.8200 	-751.7770 	5.0194 
0.8300 	-752.0626 	5.2794 
0.8400 	-752.2502 	5.4546 
0.8500 	-752.1602 	5.3759 
0.8600 	-751.9287 	5.1678 
0.8700 	-751.8617 	5.1112 
0.8800 	-752.0982 	5.3318 
0.8900 	-752.4000 	5.6130 
0.9000 	-752.4600 	5.6684 
0.9100 	-752.2603 	5.4789 
0.9200 	-752.0252 	5.2585 
0.9300 	-751.9600 	5.1886 
0.9400 	-752.0284 	5.2490 
0.9500 	-752.1161 	5.3313 
0.9600 	-752.1330 	5.3462 
0.9700 	-752.0762 	5.2990 
0.9800 	-752.0838 	5.3128 
0.9900 	-752.2273 	5.4522 
1.0000 	-752.4043 	5.6262 
1.0100 	-752.5211 	5.7387 
1.0200 	-752.4944 	5.7139 
1.0300 	-752.3592 	5.5981 
1.0400 	-752.3724 	5.6166 
1.0500 	-752.5522 	5.7789 
1.0600 	-752.5963 	5.8220 
1.0700 	-752.4097 	5.6511 
1.0800 	-752.1898 	5.4476 
1.0900 	-752.1652 	5.4235 
1.1000 	-752.3348 	5.5751 
1.1100 	-752.4342 	5.6638 
1.1200 	-752.2735 	5.5091 
1.1300 	-751.9599 	5.2152 
1.1400 	-751.8009 	5.0701 
1.1500 	-751.9449 	5.1987 
1.1600 	-752.1724 	5.4098 
1.1700 	-752.2404 	5.4797 
1.1800 	-752.2081 	5.4632 
1.1900 	-752.3266 	5.5823 
1.2000 	-752.6396 	5.8749 
1.2100 	-752.8804 	6.0967 
1.2200 	-752.8054 	6.0271 
1.2300 	-752.5615 	5.8064 
1.2400 	-752.5090 	5.7542 
1.2500 	-752.6571 	5.8753 
1.2600 	-752.6581 	5.8692 
1.2700 	-752.4289 	5.6635 
1.2800 	-752.3074 	5.5552 
