0.0000 	-99.6558 
0.0100 	-101.7145 
0.0200 	-103.1301 
0.0300 	-93.5815 
0.0400 	-67.0761 
0.0500 	-31.0288 
0.0600 	-0.5544 
0.0700 	16.4023 
0.0800 	24.6766 
0.0900 	30.9550 
0.1000 	34.6427 
0.1100 	33.3294 
0.1200 	29.9337 
0.1300 	29.6662 
0.1400 	34.4055 
0.1500 	41.2146 
0.1600 	45.5722 
0.1700 	46.9303 
0.1800 	48.3788 
0.1900 	51.3388 
0.2000 	53.4343 
0.2100 	52.1656 
0.2200 	47.7416 
0.2300 	40.7594 
0.2400 	30.0110 
0.2500 	14.6886 
0.2600 	-3.3112 
0.2700 	-20.6516 
0.2800 	-36.4890 
0.2900 	-50.8314 
0.3000 	-62.0992 
0.3100 	-67.6136 
0.3200 	-65.2242 
0.3300 	-55.3935 
0.3400 	-41.0028 
0.3500 	-25.5666 
0.3600 	-12.2159 
0.3700 	-3.4037 
0.3800 	-1.5765 
0.3900 	-7.4872 
0.4000 	-17.8562 
0.4100 	-27.1493 
0.4200 	-32.0942 
0.4300 	-33.3177 
0.4400 	-32.4481 
0.4500 	-29.2375 
0.4600 	-21.7572 
0.4700 	-9.3581 
0.4800 	5.1306 
0.4900 	17.0035 
0.5000 	23.7608 
0.5100 	25.9799 
0.5200 	25.3822 
0.5300 	22.7752 
0.5400 	18.3653 
0.5500 	13.2313 
0.5600 	9.6584 
0.5700 	8.6940 
0.5800 	9.1918 
0.5900 	9.8569 
0.6000 	11.3823 
0.6100 	14.8093 
0.6200 	19.6168 
0.6300 	24.5103 
0.6400 	28.2382 
0.6500 	29.7389 
0.6600 	28.0459 
0.6700 	23.0174 
0.6800 	14.9976 
0.6900 	3.9695 
0.7000 	-8.9878 
0.7100 	-21.4067 
0.7200 	-31.4557 
0.7300 	-38.4179 
0.7400 	-41.8881 
0.7500 	-41.4454 
0.7600 	-37.4789 
0.7700 	-31.7127 
0.7800 	-26.1531 
0.7900 	-22.0666 
0.8000 	-19.7643 
0.8100 	-19.7431 
0.8200 	-22.6436 
0.8300 	-27.6344 
0.8400 	-32.0476 
0.8500 	-33.5574 
0.8600 	-31.5160 
0.8700 	-26.7368 
0.8800 	-19.9079 
0.8900 	-10.8046 
0.9000 	0.6495 
0.9100 	13.0136 
0.9200 	23.9332 
0.9300 	31.7101 
0.9400 	35.9917 
0.9500 	37.4168 
0.9600 	36.9782 
0.9700 	35.3717 
0.9800 	32.3615 
0.9900 	27.6848 
1.0000 	21.9909 
1.0100 	15.9179 
1.0200 	10.0132 
1.0300 	4.5451 
1.0400 	-0.7115 
1.0500 	-5.5923 
1.0600 	-9.4754 
1.0700 	-12.3318 
1.0800 	-15.3711 
1.0900 	-19.6094 
1.1000 	-24.7979 
1.1100 	-29.7494 
1.1200 	-33.0375 
1.1300 	-34.7508 
1.1400 	-35.7270 
1.1500 	-36.1179 
1.1600 	-34.8765 
1.1700 	-30.9050 
1.1800 	-24.8558 
1.1900 	-17.8530 
1.2000 	-10.1627 
1.2100 	-1.5244 
1.2200 	8.0435 
1.2300 	16.7862 
1.2400 	22.5395 
1.2500 	25.0020 
1.2600 	25.9692 
1.2700 	26.0357 
1.2800 	24.4697 
1.2900 	21.1680 
1.3000 	17.1416 
1.3100 	13.0061 
1.3200 	8.5220 
1.3300 	4.1475 
1.3400 	0.2523 
1.3500 	-3.6651 
1.3600 	-7.9770 
1.3700 	-12.3160 
1.3800 	-15.6889 
1.3900 	-18.0075 
1.4000 	-19.9193 
1.4100 	-21.6822 
1.4200 	-23.6598 
1.4300 	-25.7238 
1.4400 	-26.8934 
1.4500 	-26.5075 
1.4600 	-25.0636 
1.4700 	-22.8441 
1.4800 	-19.6530 
1.4900 	-15.2984 
1.5000 	-10.7249 
1.5100 	-6.2920 
1.5200 	-0.7104 
1.5300 	6.6548 
1.5400 	14.4283 
1.5500 	20.7934 
1.5600 	25.0443 
1.5700 	26.3238 
1.5800 	24.3192 
1.5900 	20.0267 
1.6000 	14.7744 
1.6100 	10.6318 
1.6200 	8.6659 
1.6300 	8.2451 
1.6400 	7.6725 
1.6500 	5.7519 
1.6600 	2.5725 
1.6700 	-1.3691 
1.6800 	-6.2462 
1.6900 	-12.0204 
1.7000 	-17.7876 
1.7100 	-22.9981 
1.7200 	-27.6138 
1.7300 	-30.3667 
1.7400 	-30.0441 
1.7500 	-27.4697 
1.7600 	-24.4031 
1.7700 	-21.4291 
1.7800 	-18.1993 
1.7900 	-14.9503 
1.8000 	-11.8600 
1.8100 	-8.4018 
1.8200 	-4.8366 
1.8300 	-2.0275 
1.8400 	0.0560 
1.8500 	2.5619 
1.8600 	5.7802 
1.8700 	8.4663 
1.8800 	9.8307 
1.8900 	10.3671 
1.9000 	10.8776 
1.9100 	11.4253 
1.9200 	12.2130 
1.9300 	13.4312 
1.9400 	14.7127 
1.9500 	14.6994 
1.9600 	12.1246 
1.9700 	6.9313 
1.9800 	0.7060 
1.9900 	-4.6137 
2.0000 	-9.0229 
2.0100 	-13.5201 
2.0200 	-18.2150 
2.0300 	-21.6467 
2.0400 	-22.7622 
2.0500 	-22.0912 
2.0600 	-20.9223 
2.0700 	-20.1165 
2.0800 	-19.1078 
2.0900 	-17.7747 
2.1000 	-16.2127 
2.1100 	-14.6288 
2.1200 	-12.9963 
2.1300 	-11.4356 
2.1400 	-9.2002 
2.1500 	-5.3889 
2.1600 	-0.7587 
2.1700 	3.4571 
2.1800 	6.4202 
2.1900 	8.8465 
2.2000 	11.5835 
2.2100 	14.4855 
2.2200 	16.5465 
2.2300 	16.8401 
