0.0000 	-19.9979 
0.0100 	-20.2747 
0.0200 	-20.7949 
0.0300 	-21.0054 
0.0400 	-20.7691 
0.0500 	-20.3795 
0.0600 	-20.2266 
0.0700 	-20.4258 
0.0800 	-20.6974 
0.0900 	-20.7323 
0.1000 	-20.5308 
0.1100 	-20.3724 
0.1200 	-20.4625 
0.1300 	-20.6880 
0.1400 	-20.7741 
0.1500 	-20.6209 
0.1600 	-20.4049 
0.1700 	-20.3582 
0.1800 	-20.5131 
0.1900 	-20.6850 
0.2000 	-20.6974 
0.2100 	-20.5633 
0.2200 	-20.4479 
0.2300 	-20.4676 
0.2400 	-20.5777 
0.2500 	-20.6485 
0.2600 	-20.6198 
0.2700 	-20.5473 
0.2800 	-20.5147 
0.2900 	-20.5427 
0.3000 	-20.5717 
0.3100 	-20.5548 
0.3200 	-20.5160 
0.3300 	-20.5100 
0.3400 	-20.5589 
0.3500 	-20.6217 
0.3600 	-20.6427 
0.3700 	-20.6078 
0.3800 	-20.5479 
0.3900 	-20.5078 
0.4000 	-20.5033 
0.4100 	-20.5320 
0.4200 	-20.5767 
0.4300 	-20.6078 
0.4400 	-20.5994 
0.4500 	-20.5450 
0.4600 	-20.4817 
0.4700 	-20.4757 
0.4800 	-20.5537 
0.4900 	-20.6556 
0.5000 	-20.6797 
0.5100 	-20.5968 
0.5200 	-20.4754 
0.5300 	-20.4344 
0.5400 	-20.5090 
0.5500 	-20.6177 
0.5600 	-20.6496 
0.5700 	-20.5895 
0.5800 	-20.5243 
0.5900 	-20.5360 
0.6000 	-20.5959 
0.6100 	-20.6210 
0.6200 	-20.5613 
0.6300 	-20.4852 
0.6400 	-20.4964 
0.6500 	-20.5955 
0.6600 	-20.6740 
0.6700 	-20.6269 
0.6800 	-20.5018 
0.6900 	-20.4463 
0.7000 	-20.5300 
0.7100 	-20.6609 
0.7200 	-20.6819 
0.7300 	-20.5614 
0.7400 	-20.4376 
0.7500 	-20.4514 
0.7600 	-20.5826 
0.7700 	-20.6801 
0.7800 	-20.6328 
0.7900 	-20.5068 
0.8000 	-20.4507 
0.8100 	-20.5203 
0.8200 	-20.6263 
0.8300 	-20.6520 
0.8400 	-20.5878 
0.8500 	-20.5200 
0.8600 	-20.5159 
0.8700 	-20.5628 
0.8800 	-20.5893 
0.8900 	-20.5733 
0.9000 	-20.5606 
0.9100 	-20.5777 
0.9200 	-20.6034 
0.9300 	-20.5843 
0.9400 	-20.5220 
0.9500 	-20.4800 
0.9600 	-20.5157 
0.9700 	-20.5960 
0.9800 	-20.6358 
0.9900 	-20.5946 
1.0000 	-20.5244 
1.0100 	-20.5043 
1.0200 	-20.5596 
1.0300 	-20.6293 
1.0400 	-20.6333 
1.0500 	-20.5667 
1.0600 	-20.4914 
1.0700 	-20.4721 
1.0800 	-20.5308 
1.0900 	-20.6190 
1.1000 	-20.6695 
1.1100 	-20.6541 
1.1200 	-20.5833 
1.1300 	-20.5046 
1.1400 	-20.4744 
1.1500 	-20.5205 
1.1600 	-20.6038 
1.1700 	-20.6572 
1.1800 	-20.6220 
1.1900 	-20.5199 
1.2000 	-20.4489 
1.2100 	-20.4892 
1.2200 	-20.6116 
1.2300 	-20.6977 
1.2400 	-20.6576 
1.2500 	-20.5190 
1.2600 	-20.4238 
1.2700 	-20.4749 
1.2800 	-20.6261 
1.2900 	-20.7211 
1.3000 	-20.6553 
1.3100 	-20.4977 
1.3200 	-20.4146 
1.3300 	-20.4957 
1.3400 	-20.6536 
1.3500 	-20.7162 
1.3600 	-20.6206 
1.3700 	-20.4818 
1.3800 	-20.4568 
1.3900 	-20.5660 
1.4000 	-20.6758 
1.4100 	-20.6478 
1.4200 	-20.5108 
1.4300 	-20.4293 
1.4400 	-20.5060 
1.4500 	-20.6589 
1.4600 	-20.7275 
1.4700 	-20.6455 
1.4800 	-20.5001 
1.4900 	-20.4461 
1.5000 	-20.5252 
1.5100 	-20.6210 
1.5200 	-20.6235 
1.5300 	-20.5625 
1.5400 	-20.5392 
1.5500 	-20.5968 
1.5600 	-20.6675 
1.5700 	-20.6532 
1.5800 	-20.5523 
1.5900 	-20.4568 
1.6000 	-20.4582 
1.6100 	-20.5449 
1.6200 	-20.6260 
1.6300 	-20.6464 
1.6400 	-20.6208 
1.6500 	-20.5930 
1.6600 	-20.5670 
1.6700 	-20.5326 
1.6800 	-20.5047 
1.6900 	-20.5172 
1.7000 	-20.5746 
1.7100 	-20.6286 
1.7200 	-20.6235 
1.7300 	-20.5649 
1.7400 	-20.5169 
1.7500 	-20.5359 
1.7600 	-20.5990 
1.7700 	-20.6340 
1.7800 	-20.6052 
1.7900 	-20.5527 
1.8000 	-20.5428 
1.8100 	-20.5793 
1.8200 	-20.6030 
1.8300 	-20.5756 
1.8400 	-20.5277 
1.8500 	-20.5226 
1.8600 	-20.5790 
1.8700 	-20.6490 
1.8800 	-20.6632 
1.8900 	-20.6080 
1.9000 	-20.5374 
1.9100 	-20.5107 
1.9200 	-20.5291 
1.9300 	-20.5458 
1.9400 	-20.5407 
1.9500 	-20.5366 
1.9600 	-20.5683 
1.9700 	-20.6269 
1.9800 	-20.6616 
1.9900 	-20.6325 
2.0000 	-20.5608 
2.0100 	-20.5030 
2.0200 	-20.5046 
2.0300 	-20.5655 
2.0400 	-20.6282 
2.0500 	-20.6423 
2.0600 	-20.6032 
2.0700 	-20.5558 
2.0800 	-20.5340 
2.0900 	-20.5532 
2.1000 	-20.5979 
2.1100 	-20.6263 
2.1200 	-20.6075 
2.1300 	-20.5487 
2.1400 	-20.4986 
2.1500 	-20.5185 
2.1600 	-20.6042 
2.1700 	-20.6767 
2.1800 	-20.6591 
2.1900 	-20.5497 
2.2000 	-20.4482 
2.2100 	-20.4635 
2.2200 	-20.5942 
2.2300 	-20.7124 
2.2400 	-20.6947 
2.2500 	-20.5557 
2.2600 	-20.4408 
2.2700 	-20.4786 
2.2800 	-20.6389 
2.2900 	-20.7457 
2.3000 	-20.6705 
2.3100 	-20.4840 
2.3200 	-20.3886 
2.3300 	-20.4920 
2.3400 	-20.6802 
2.3500 	-20.7517 
2.3600 	-20.6321 
2.3700 	-20.4640 
2.3800 	-20.4433 
2.3900 	-20.5940 
2.4000 	-20.7330 
2.4100 	-20.6971 
2.4200 	-20.5352 
2.4300 	-20.4355 
2.4400 	-20.5103 
2.4500 	-20.6633 
2.4600 	-20.7043 
2.4700 	-20.6014 
2.4800 	-20.4957 
2.4900 	-20.5133 
2.5000 	-20.6318 
2.5100 	-20.6922 
2.5200 	-20.6063 
2.5300 	-20.4739 
2.5400 	-20.4505 
2.5500 	-20.5671 
2.5600 	-20.6831 
2.5700 	-20.6589 
2.5800 	-20.5266 
2.5900 	-20.4559 
2.6000 	-20.5399 
2.6100 	-20.6844 
2.6200 	-20.7295 
2.6300 	-20.6244 
2.6400 	-20.4911 
2.6500 	-20.4685 
2.6600 	-20.5636 
2.6700 	-20.6482 
2.6800 	-20.6302 
2.6900 	-20.5606 
2.7000 	-20.5412 
2.7100 	-20.6008 
2.7200 	-20.6516 
2.7300 	-20.6134 
2.7400 	-20.5204 
2.7500 	-20.4780 
2.7600 	-20.5416 
2.7700 	-20.6516 
2.7800 	-20.6873 
2.7900 	-20.6239 
2.8000 	-20.5383 
2.8100 	-20.5244 
2.8200 	-20.5825 
2.8300 	-20.6238 
2.8400 	-20.6068 
2.8500 	-20.5684 
