0.0000 	-859.6608 	0.0000 
0.0100 	-859.7373 	0.0745 
0.0200 	-859.8868 	0.2248 
0.0300 	-859.9602 	0.3095 
0.0400 	-859.9094 	0.2656 
0.0500 	-859.8073 	0.1626 
0.0600 	-859.7645 	0.1135 
0.0700 	-859.8104 	0.1518 
0.0800 	-859.8730 	0.2096 
0.0900 	-859.8740 	0.2100 
0.1000 	-859.8167 	0.1560 
0.1100 	-859.7753 	0.1180 
0.1200 	-859.8014 	0.1447 
0.1300 	-859.8654 	0.2069 
0.1400 	-859.8939 	0.2351 
0.1500 	-859.8571 	0.2004 
0.1600 	-859.8011 	0.1448 
0.1700 	-859.7875 	0.1301 
0.1800 	-859.8271 	0.1682 
0.1900 	-859.8706 	0.2121 
0.2000 	-859.8713 	0.2133 
0.2100 	-859.8319 	0.1745 
0.2200 	-859.7979 	0.1400 
0.2300 	-859.8026 	0.1435 
0.2400 	-859.8336 	0.1749 
0.2500 	-859.8569 	0.1995 
0.2600 	-859.8530 	0.1974 
0.2700 	-859.8345 	0.1792 
0.2800 	-859.8232 	0.1676 
0.2900 	-859.8288 	0.1708 
0.3000 	-859.8383 	0.1792 
0.3100 	-859.8380 	0.1807 
0.3200 	-859.8315 	0.1749 
0.3300 	-859.8275 	0.1702 
0.3400 	-859.8306 	0.1725 
0.3500 	-859.8375 	0.1790 
0.3600 	-859.8405 	0.1821 
0.3700 	-859.8366 	0.1784 
0.3800 	-859.8290 	0.1711 
0.3900 	-859.8241 	0.1659 
0.4000 	-859.8251 	0.1671 
0.4100 	-859.8321 	0.1755 
0.4200 	-859.8440 	0.1885 
0.4300 	-859.8541 	0.1984 
0.4400 	-859.8519 	0.1945 
0.4500 	-859.8311 	0.1743 
0.4600 	-859.8095 	0.1519 
0.4700 	-859.8070 	0.1488 
0.4800 	-859.8297 	0.1714 
0.4900 	-859.8596 	0.1999 
0.5000 	-859.8650 	0.2060 
0.5100 	-859.8398 	0.1808 
0.5200 	-859.8055 	0.1470 
0.5300 	-859.7968 	0.1378 
0.5400 	-859.8228 	0.1634 
0.5500 	-859.8567 	0.1991 
0.5600 	-859.8659 	0.2114 
0.5700 	-859.8455 	0.1936 
0.5800 	-859.8233 	0.1703 
0.5900 	-859.8238 	0.1660 
0.6000 	-859.8377 	0.1772 
0.6100 	-859.8433 	0.1803 
0.6200 	-859.8274 	0.1655 
0.6300 	-859.8090 	0.1511 
0.6400 	-859.8172 	0.1613 
0.6500 	-859.8491 	0.1930 
0.6600 	-859.8729 	0.2138 
0.6700 	-859.8579 	0.1983 
0.6800 	-859.8177 	0.1602 
0.6900 	-859.7959 	0.1400 
0.7000 	-859.8151 	0.1590 
0.7100 	-859.8527 	0.1937 
0.7200 	-859.8637 	0.2034 
0.7300 	-859.8375 	0.1791 
0.7400 	-859.8097 	0.1531 
0.7500 	-859.8149 	0.1586 
0.7600 	-859.8459 	0.1887 
0.7700 	-859.8651 	0.2061 
0.7800 	-859.8472 	0.1887 
0.7900 	-859.8140 	0.1555 
0.8000 	-859.8003 	0.1428 
0.8100 	-859.8209 	0.1626 
0.8200 	-859.8514 	0.1925 
0.8300 	-859.8610 	0.2031 
0.8400 	-859.8473 	0.1898 
0.8500 	-859.8285 	0.1724 
0.8600 	-859.8244 	0.1679 
0.8700 	-859.8318 	0.1720 
0.8800 	-859.8309 	0.1713 
0.8900 	-859.8241 	0.1652 
0.9000 	-859.8248 	0.1669 
0.9100 	-859.8378 	0.1820 
0.9200 	-859.8517 	0.1968 
0.9300 	-859.8494 	0.1941 
0.9400 	-859.8323 	0.1757 
0.9500 	-859.8196 	0.1621 
0.9600 	-859.8262 	0.1676 
0.9700 	-859.8420 	0.1829 
0.9800 	-859.8462 	0.1867 
0.9900 	-859.8311 	0.1715 
1.0000 	-859.8126 	0.1532 
1.0100 	-859.8126 	0.1534 
1.0200 	-859.8342 	0.1756 
1.0300 	-859.8576 	0.2001 
1.0400 	-859.8604 	0.2050 
1.0500 	-859.8424 	0.1876 
1.0600 	-859.8237 	0.1653 
1.0700 	-859.8148 	0.1566 
1.0800 	-859.8232 	0.1656 
1.0900 	-859.8394 	0.1818 
1.1000 	-859.8492 	0.1924 
1.1100 	-859.8488 	0.1907 
1.1200 	-859.8370 	0.1773 
1.1300 	-859.8208 	0.1601 
1.1400 	-859.8115 	0.1519 
1.1500 	-859.8210 	0.1625 
1.1600 	-859.8438 	0.1878 
1.1700 	-859.8644 	0.2071 
1.1800 	-859.8597 	0.2007 
1.1900 	-859.8290 	0.1709 
1.2000 	-859.8026 	0.1444 
1.2100 	-859.8047 	0.1476 
1.2200 	-859.8357 	0.1781 
1.2300 	-859.8634 	0.2052 
1.2400 	-859.8600 	0.2012 
1.2500 	-859.8280 	0.1713 
1.2600 	-859.8047 	0.1492 
1.2700 	-859.8162 	0.1608 
1.2800 	-859.8521 	0.1953 
1.2900 	-859.8740 	0.2142 
1.3000 	-859.8521 	0.1924 
1.3100 	-859.8071 	0.1477 
1.3200 	-859.7841 	0.1253 
1.3300 	-859.8080 	0.1500 
1.3400 	-859.8563 	0.1976 
1.3500 	-859.8791 	0.2198 
1.3600 	-859.8549 	0.1976 
1.3700 	-859.8169 	0.1616 
1.3800 	-859.8089 	0.1548 
1.3900 	-859.8390 	0.1815 
1.4000 	-859.8664 	0.2038 
1.4100 	-859.8529 	0.1887 
1.4200 	-859.8111 	0.1491 
1.4300 	-859.7890 	0.1305 
1.4400 	-859.8144 	0.1585 
1.4500 	-859.8623 	0.2084 
1.4600 	-859.8843 	0.2305 
1.4700 	-859.8594 	0.2030 
1.4800 	-859.8142 	0.1547 
1.4900 	-859.7943 	0.1328 
1.5000 	-859.8144 	0.1513 
1.5100 	-859.8429 	0.1805 
1.5200 	-859.8459 	0.1876 
1.5300 	-859.8306 	0.1750 
1.5400 	-859.8252 	0.1706 
1.5500 	-859.8424 	0.1878 
1.5600 	-859.8629 	0.2068 
1.5700 	-859.8580 	0.2010 
1.5800 	-859.8290 	0.1708 
1.5900 	-859.8029 	0.1439 
1.6000 	-859.8044 	0.1444 
1.6100 	-859.8289 	0.1685 
1.6200 	-859.8523 	0.1930 
1.6300 	-859.8580 	0.2011 
1.6400 	-859.8496 	0.1950 
1.6500 	-859.8407 	0.1842 
1.6600 	-859.8304 	0.1719 
1.6700 	-859.8178 	0.1576 
1.6800 	-859.8086 	0.1484 
1.6900 	-859.8151 	0.1554 
1.7000 	-859.8366 	0.1785 
1.7100 	-859.8575 	0.2002 
1.7200 	-859.8576 	0.2017 
1.7300 	-859.8399 	0.1841 
1.7400 	-859.8233 	0.1676 
1.7500 	-859.8261 	0.1686 
1.7600 	-859.8411 	0.1813 
1.7700 	-859.8459 	0.1857 
1.7800 	-859.8332 	0.1734 
1.7900 	-859.8181 	0.1584 
1.8000 	-859.8197 	0.1599 
1.8100 	-859.8377 	0.1775 
1.8200 	-859.8496 	0.1913 
1.8300 	-859.8436 	0.1863 
1.8400 	-859.8278 	0.1709 
1.8500 	-859.8229 	0.1662 
1.8600 	-859.8361 	0.1792 
1.8700 	-859.8517 	0.1944 
1.8800 	-859.8503 	0.1922 
1.8900 	-859.8306 	0.1725 
1.9000 	-859.8144 	0.1558 
1.9100 	-859.8178 	0.1587 
1.9200 	-859.8368 	0.1759 
1.9300 	-859.8473 	0.1872 
1.9400 	-859.8404 	0.1821 
1.9500 	-859.8261 	0.1710 
